STATE,PLANT,LAT,LON,COAL,OIL,GAS,NUCLEAR,HYDRO,BIOMASS,WIND,SOLAR,GEOTHERMAL,OTHER,TOTAL GENERATION,PERCENT COAL,PERCENT OIL,PERCENT GAS,PERCENT NUCLEAR,PERCENT HYDRO,PERCENT BIOMASS,PERCENT WIND,PERCENT SOLAR,PERCENT GEOTHERMAL,PERCENT OTHER,TOTAL RENEWABLE,TOTAL NONRENEWABLE,PERCENT RENEWABLE,PERCENT NONRENEWABLE
CA,Bakersfield Pv 1,35.324982,-118.981522,0,0,0,0,0,0,0,"10,813",0,0,"10,813",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"10,813",0,100.00%,0.00%
CA,Balch 1,36.909137,-119.087712,0,0,0,0,"82,440",0,0,0,0,0,"82,440",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"82,440",0,100.00%,0.00%
CA,Balch 2,36.908907,-119.087556,0,0,0,0,"403,455",0,0,0,0,0,"403,455",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"403,455",0,100.00%,0.00%
CA,Barre Generating Station,33.8073,-117.9832,0,0,"33,130",0,0,0,0,0,0,0,"33,130",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"33,130",0.00%,100.00%
CA,"Bayshore Solar A, Llc",34.667817,-118.298089,0,0,0,0,0,0,0,"55,219",0,0,"55,219",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"55,219",0,100.00%,0.00%
CA,"Bayshore Solar B, Llc",34.678305,-118.302649,0,0,0,0,0,0,0,"55,574",0,0,"55,574",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"55,574",0,100.00%,0.00%
CA,"Bayshore Solar C, Llc",34.681338,-118.314087,0,0,0,0,0,0,0,"54,085",0,0,"54,085",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"54,085",0,100.00%,0.00%
CA,Beacon Bess 1,35.256526,-118.027519,0,0,0,0,0,0,0,0,0,-993,-993,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,-993,0.00%,100.00%
CA,Beacon Solar Plant Site 2,35.265833,-117.999167,0,0,0,0,0,0,0,"127,915",0,0,"127,915",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"127,915",0,100.00%,0.00%
CA,Beacon Solar Plant Site 5,35.248889,-118.034444,0,0,0,0,0,0,0,"100,039",0,0,"100,039",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"100,039",0,100.00%,0.00%
CA,Bear Canyon Power Plant,38.762968,-122.692915,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Bear Creek,40.534454,-121.959109,0,0,0,0,"3,518",0,0,0,0,0,"3,518",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"3,518",0,100.00%,0.00%
CA,Bear Creek Solar,38.136389,-121.148889,0,0,0,0,0,0,0,"3,367",0,0,"3,367",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"3,367",0,100.00%,0.00%
CA,Bear Mountain Limited,35.419181,-118.926643,0,0,"35,766",0,0,0,0,0,0,0,"35,766",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"35,766",0.00%,100.00%
CA,Bear Valley,33.166246,-117.016566,0,0,0,0,133,0,0,0,0,0,133,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,133,0,100.00%,0.00%
CA,Bear Valley Power Plant,34.2506,-116.9025,0,0,56,0,0,0,0,0,0,0,56,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,56,0.00%,100.00%
CA,Beardsley,38.202569,-120.076983,0,0,0,0,"53,455",0,0,0,0,0,"53,455",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"53,455",0,100.00%,0.00%
CA,Belden,40.007445,-121.249438,0,0,0,0,"233,801",0,0,0,0,0,"233,801",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"233,801",0,100.00%,0.00%
CA,Beringer,38.510833,-122.479722,0,0,0,0,0,0,0,"1,511",0,0,"1,511",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"1,511",0,100.00%,0.00%
CA,Berry Cogen,35.093046,-119.443617,0,0,"293,027",0,0,0,0,0,0,0,"293,027",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"293,027",0.00%,100.00%
CA,Berry Cogen Tanne Hills 18,35.089829,-119.440881,0,0,"89,956",0,0,0,0,0,0,0,"89,956",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"89,956",0.00%,100.00%
CA,Berry Nmw Cogens,35.307555,-119.611551,0,0,"39,305",0,0,0,0,0,0,0,"39,305",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"39,305",0.00%,100.00%
CA,Berry Placerita Cogen,34.38407,-118.494882,0,0,"295,809",0,0,0,0,0,0,0,"295,809",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"295,809",0.00%,100.00%
CA,Bidwell Ditch Project,40.8014,-121.4481,0,0,0,0,"11,596",0,0,0,0,0,"11,596",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"11,596",0,100.00%,0.00%
CA,Big Creek 1,37.2042,-119.2396,0,0,0,0,"344,767",0,0,0,0,0,"344,767",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"344,767",0,100.00%,0.00%
CA,Big Creek 2,37.2,-119.3069,0,0,0,0,"321,725",0,0,0,0,0,"321,725",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"321,725",0,100.00%,0.00%
CA,Big Creek 2A,37.200062,-119.30681,0,0,0,0,"447,135",0,0,0,0,0,"447,135",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"447,135",0,100.00%,0.00%
CA,Big Creek 3,37.148517,-119.386623,0,0,0,0,"678,769",0,0,0,0,0,"678,769",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"678,769",0,100.00%,0.00%
CA,Big Creek 4,37.139,-119.4898,0,0,0,0,"279,726",0,0,0,0,0,"279,726",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"279,726",0,100.00%,0.00%
CA,Big Creek 8,37.2096,-119.3289,0,0,0,0,"245,586",0,0,0,0,0,"245,586",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"245,586",0,100.00%,0.00%
CA,Big Creek Water Works,40.646733,-123.498008,0,0,0,0,"6,327",0,0,0,0,0,"6,327",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"6,327",0,100.00%,0.00%
CA,Big Pine Creek,37.142795,-118.324075,0,0,0,0,"12,883",0,0,0,0,0,"12,883",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"12,883",0,100.00%,0.00%
CA,Big Valley Power Llc,41.1325,-121.137222,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Biola University,33.906953,-118.013105,0,0,"14,268",0,0,0,0,0,0,0,"14,268",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"14,268",0.00%,100.00%
CA,Bishop Creek 2,37.273581,-118.573339,0,0,0,0,"27,938",0,0,0,0,0,"27,938",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"27,938",0,100.00%,0.00%
CA,Bishop Creek 3,37.301962,-118.531957,0,0,0,0,"28,121",0,0,0,0,0,"28,121",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"28,121",0,100.00%,0.00%
CA,Bishop Creek 4,37.323035,-118.501714,0,0,0,0,"47,531",0,0,0,0,0,"47,531",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"47,531",0,100.00%,0.00%
CA,Bishop Creek 5,37.3344,-118.4797,0,0,0,0,"16,272",0,0,0,0,0,"16,272",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"16,272",0,100.00%,0.00%
CA,Bishop Creek 6,37.3499,-118.4628,0,0,0,0,"5,870",0,0,0,0,0,"5,870",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"5,870",0,100.00%,0.00%
CA,Black Butte,39.814905,-122.332335,0,0,0,0,"4,339",0,0,0,0,0,"4,339",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"4,339",0,100.00%,0.00%
CA,Black Rock I,33.1594,-115.6144,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Black Rock Ii,33.1594,-115.6144,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Black Rock Iii,33.1594,-115.6144,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Blacksand Generating Facility,33.9328,-117.855,0,0,0,0,0,0,0,0,0,27284,"27,284",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,"27,284",0.00%,100.00%
CA,Blackwell Solar Park,35.604167,-119.849722,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Blue Lake Power Llc,40.8786,-123.9942,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Blue Shld Of Cal- El Dorado Hlls Mtr B,38.650627,-121.074115,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Blythe Energy,33.6157,-114.6865,0,0,"2,695,876",0,0,0,0,0,0,0,"2,695,876",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"2,695,876",0.00%,100.00%
CA,"Blythe Solar 110, Llc",33.68,-114.742,0,0,0,0,0,0,0,"298,847",0,0,"298,847",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"298,847",0,100.00%,0.00%
CA,"Blythe Solar Ii, Llc",33.68,-114.73,0,0,0,0,0,0,0,"345,086",0,0,"345,086",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"345,086",0,100.00%,0.00%
CA,"Blythe Solar Iii, Llc",33.656,-114.742,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,"Blythe Solar Iv, Llc",33.682,-114.768,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Bolthouse Farms Fuel Cell,35.355114,-118.928146,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Bolthouse S&P And Rowen Farms Solar,34.5644,-117.6933,0,0,0,0,0,0,0,"1,886",0,0,"1,886",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"1,886",0,100.00%,0.00%
CA,Borden Solar Farm,36.941111,-119.96,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Borel,35.588069,-118.524804,0,0,0,0,-217,0,0,0,0,0,-217,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-217,0,100.00%,0.00%
CA,Borrego Springs Energy Storage,33.27011,-116.3496,0,0,0,0,0,0,0,0,0,-96,-96,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,-96,0.00%,100.00%
CA,Bottle Rock Power,38.8348,-122.7677,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,"Bowerman Power Lfg, Llc",33.718889,-117.702222,0,0,0,0,0,"152,963",0,0,0,0,"152,963",0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,"152,963",0,100.00%,0.00%
CA,Bowman,39.448352,-120.653417,0,0,0,0,"13,920",0,0,0,0,0,"13,920",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"13,920",0,100.00%,0.00%
CA,Box Canyon Dam,41.2792,-122.3292,0,0,0,0,"8,754",0,0,0,0,0,"8,754",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"8,754",0,100.00%,0.00%
CA,Bp Carson Refinery,33.8153,-118.2358,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Brawley,32.968889,-115.534444,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Brea Expansion Plant,33.932022,-117.840233,0,0,0,0,0,"248,604",0,0,0,0,"248,604",0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,"248,604",0,100.00%,0.00%
CA,Britton Powerhouse,41.021389,-121.675,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Broadridge Cogen,38.6183,-121.0564,0,0,"11,302",0,0,0,0,0,0,0,"11,302",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"11,302",0.00%,100.00%
CA,Broadway (Ca),34.1254,-118.148,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Brookfield Tehachapi 1,35.008333,-118.241389,0,0,0,0,0,0,"275,149",0,0,0,"275,149",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,"275,149",0,100.00%,0.00%
CA,Buckeye Geothermal Power Plant,38.8242,-122.84,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Bucks Creek,39.91062,-121.327692,0,0,0,0,"131,028",0,0,0,0,0,"131,028",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"131,028",0,100.00%,0.00%
CA,Buena Vista Biomass Power,38.277778,-120.913611,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Buena Vista Energy Llc,37.805,-121.6672,0,0,0,0,0,0,"98,294",0,0,0,"98,294",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,"98,294",0,100.00%,0.00%
CA,Buidling L,33.912917,-118.041944,0,0,0,0,0,0,0,"1,734",0,0,"1,734",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"1,734",0,100.00%,0.00%
CA,Building F,33.914356,-118.050189,0,0,0,0,0,0,0,"2,387",0,0,"2,387",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"2,387",0,100.00%,0.00%
CA,Building G,33.912917,-118.050561,0,0,0,0,0,0,0,"2,226",0,0,"2,226",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"2,226",0,100.00%,0.00%
CA,Burney Creek,40.8579,-121.7225,0,0,0,0,"3,366",0,0,0,0,0,"3,366",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"3,366",0,100.00%,0.00%
CA,Burney Forest Products,40.879719,-121.720342,0,0,"8,855",0,0,"193,452",0,0,0,0,"202,307",0.00%,0.00%,4.00%,0.00%,0.00%,96.00%,0.00%,0.00%,0.00%,0.00%,"193,452","8,855",96.00%,4.00%
CA,Butt Valley,40.175656,-121.190663,0,0,0,0,"58,440",0,0,0,0,0,"58,440",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"58,440",0,100.00%,0.00%
CA,Butte College Main Campus Solar,39.648056,-121.644167,0,0,0,0,0,0,0,"5,529",0,0,"5,529",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"5,529",0,100.00%,0.00%
CA,C P Kelco San Diego Plant,32.6947,-117.1436,0,0,"81,590",0,0,0,0,0,0,0,"81,590",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"81,590",0.00%,100.00%
CA,C&H Sugar Plant,38.057222,-122.218889,0,0,0,0,0,0,0,0,0,138332.6,"138,333",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,"138,333",0.00%,100.00%
CA,Ca Dept Of Public Health At Richmond,37.92,-122.344,0,0,0,0,0,0,0,"4,230",0,0,"4,230",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"4,230",0,100.00%,0.00%
CA,"Ca Flats Solar 130, Llc",35.615573,-120.404352,0,0,0,0,0,0,0,"361,793",0,0,"361,793",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"361,793",0,100.00%,0.00%
CA,"Ca Flats Solar 150, Llc",35.615573,-120.404352,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Cabazon Wind Partners,33.9172,-116.735,0,0,0,0,0,0,"113,364",0,0,0,"113,364",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,"113,364",0,100.00%,0.00%
CA,Cabrillo Power I Encina Power Station,33.1361,-117.3364,0,0,"299,121",0,0,0,0,0,0,0,"299,121",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"299,121",0.00%,100.00%
CA,Calabasas Gas To Energy Facility,34.1511,-118.7236,0,0,0,0,0,"32,679",0,0,0,0,"32,679",0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,"32,679",0,100.00%,0.00%
CA,California Institute Of Technology,34.138467,-118.1256,0,0,"90,067",0,0,0,0,0,0,0,"90,067",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"90,067",0.00%,100.00%
CA,California Pv Energy At Isd Wwtp,38.001111,-121.703889,0,0,0,0,0,0,0,"2,009",0,0,"2,009",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"2,009",0,100.00%,0.00%
CA,California State University San Bernardi,34.185833,-117.324167,0,0,"8,469",0,0,0,0,0,0,0,"8,469",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"8,469",0.00%,100.00%
CA,California Valley Solar Ranch,35.323739,-119.91663,0,0,0,0,0,0,0,"676,633",0,0,"676,633",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"676,633",0,100.00%,0.00%
CA,Calipatria Solar Farm,33.165833,-115.532222,0,0,0,0,0,0,0,"41,922",0,0,"41,922",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"41,922",0,100.00%,0.00%
CA,Calistoga Power Plant,38.7879,-122.7434,0,0,0,0,0,0,0,0,"500,756",0,"500,756",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,"500,756",0,100.00%,0.00%
CA,Calpeak Power - Border,32.562448,-116.943869,0,0,"11,381",0,0,0,0,0,0,0,"11,381",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"11,381",0.00%,100.00%
CA,Calpeak Power - Enterprise,33.121943,-117.117441,0,0,"12,241",0,0,0,0,0,0,0,"12,241",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"12,241",0.00%,100.00%
CA,Calpeak Power - Panoche,36.6535,-120.5783,0,0,"25,513",0,0,0,0,0,0,0,"25,513",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"25,513",0.00%,100.00%
CA,Calpeak Power - Vaca Dixon,38.398867,-121.923973,0,0,"11,340",0,0,0,0,0,0,0,"11,340",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"11,340",0.00%,100.00%
CA,"Calpine Gilroy Cogen, Lp",37.0001,-121.5367,0,0,"102,682",0,0,0,0,0,0,0,"102,682",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"102,682",0.00%,100.00%
CA,Calpine Sutter Energy Center,39.053139,-121.695873,0,0,"589,517",0,0,0,0,0,0,0,"589,517",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"589,517",0.00%,100.00%
CA,Calrenew-1,36.7575,-120.3658,0,0,0,0,0,0,0,"9,855",0,0,"9,855",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"9,855",0,100.00%,0.00%
CA,Caltech Central,34.1358,-118.1267,0,0,"8,304",0,0,0,0,0,0,0,"8,304",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"8,304",0.00%,100.00%
CA,Camanche,38.2268,-121.0245,0,0,0,0,"24,106",0,0,0,0,0,"24,106",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"24,106",0,100.00%,0.00%
CA,Cameron Ridge Llc,35.075,-118.3158,0,0,0,0,0,0,"151,385",0,0,0,"151,385",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,"151,385",0,100.00%,0.00%
CA,Camino,38.82881,-120.537089,0,0,0,0,"291,165",0,0,0,0,0,"291,165",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"291,165",0,100.00%,0.00%
CA,Camp Far West,39.048802,-121.316966,0,0,0,0,"25,365",0,0,0,0,0,"25,365",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"25,365",0,100.00%,0.00%
CA,Campo Verde Solar,32.753333,-115.726389,0,0,0,0,0,0,0,"326,519",0,0,"326,519",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"326,519",0,100.00%,0.00%
CA,Cantua Solar Station,36.425085,-120.343543,0,0,0,0,0,0,0,"42,223",0,0,"42,223",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"42,223",0,100.00%,0.00%
CA,Canyon Crest Academy,32.95907,-117.191622,0,0,0,0,0,0,0,0,0,-69,-69,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,-69,0.00%,100.00%
CA,Canyon Power Plant,33.858056,-117.861667,0,0,"181,871",0,0,0,0,0,0,0,"181,871",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"181,871",0.00%,100.00%
CA,Caribou 1,40.085476,-121.148241,0,0,0,0,"114,369",0,0,0,0,0,"114,369",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"114,369",0,100.00%,0.00%
CA,Caribou 2,40.085997,-121.149373,0,0,0,0,"358,407",0,0,0,0,0,"358,407",0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"358,407",0,100.00%,0.00%
CA,Carlsbad Energy Center,33.140507,-117.333916,0,0,"132,599",0,0,0,0,0,0,0,"132,599",0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,"132,599",0.00%,100.00%
CA,Carson Cogeneration,38.445681,-121.462387,0,0,"357,404",0,0,"10,713",0,0,0,0,"368,117",0.00%,0.00%,97.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,"10,713","357,404",3.00%,97.00%
CA,Carson Cogeneration Company,33.8759,-118.2491,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,"Cascade Energy Storage, Llc",37.920124,-121.239242,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%
CA,Cascade Solar,34.157222,-116.234444,0,0,0,0,0,0,0,"49,260",0,0,"49,260",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,"49,260",0,100.00%,0.00%
